int,string,string,string,int,int
001550,秋,j,p-h-s-p-d-d-p-p-n,2,139
001551,科,m,p-h-s-p-d-d-d-h-s,2,139
001552,重,h,p-h-s-hz-h-h-s-h-h,1,205
001553,复,s,p-h-s-hz-h-h-p-hp-n,5,080
001554,竿,m,p-h-d-p-h-d-h-h-s,3,188
001555,段,h,p-s-h-h-t-p-hzw-hp-n,2,117
001556,便,s,p-s-h-s-hz-h-h-p-n,2,029
001557,俩,h,p-s-h-s-hzg-p-d-p-d,2,029
001558,贷,h,p-s-h-xg-d-s-hz-p-d,3,082
001559,顺,j,p-s-s-h-p-s-hz-p-d,2,179
001560,修,j,p-s-s-p-hp-n-p-p-p,4,029
001561,俏,m,p-s-s-d-p-s-hzg-h-h,2,029
001562,保,s,p-s-s-hz-h-h-s-p-n,2,029
001563,促,j,p-s-s-hz-h-s-h-p-n,2,029
001564,俄,m,p-s-p-h-sg-t-xg-p-d,2,029
001565,俐,h,p-s-p-h-s-p-d-s-sg,4,029
001566,侮,t,p-s-p-h-sz-hzg-d-h-d,2,029
001567,俭,m,p-s-p-n-h-d-d-p-h,2,029
001568,俗,j,p-s-p-d-p-n-s-hz-h,2,029
001569,俘,s,p-s-p-d-d-p-hp-sg-h,2,029
001570,信,j,p-s-d-h-h-h-s-hz-h,2,029
001571,皇,s,p-s-hz-h-h-h-h-s-h,3,134
001572,泉,s,p-s-hz-h-h-sg-hp-p-n,3,118
001573,鬼,m,p-s-hz-h-h-p-swg-pz-d,1,234
001574,侵,j,p-s-hz-h-h-d-hp-hp-n,2,029
001575,禹,t,p-s-hz-h-s-hzg-s-t-d,1,003
001576,侯,s,p-s-hz-h-p-h-h-p-n,2,029
001577,追,h,p-s-hz-h-hz-h-d-hzzp-n,8,043
001578,俊,h,p-s-pz-d-p-d-p-hp-n,2,029
001579,盾,h,p-p-h-s-s-hz-h-h-h,7,146
001580,待,h,p-p-s-h-s-h-h-sg-d,2,040
001581,徊,s,p-p-s-s-hz-s-hz-h-h,2,040
001582,衍,s,p-p-s-d-d-t-h-h-sg,4,181
001583,律,h,p-p-s-hz-h-h-h-h-s,2,040
001584,很,s,p-p-s-hz-h-h-st-p-n,2,040
001585,须,j,p-p-p-h-p-s-hz-p-d,2,179
001586,叙,j,p-d-h-h-sg-p-d-hp-n,2,037
001587,剑,j,p-d-h-d-d-p-t-s-sg,2,016
001588,逃,h,p-d-t-swg-p-d-d-hzzp-n,8,043
001589,食,j,p-n-d-hz-h-h-st-p-d,3,228
001590,盆,t,p-n-hzg-p-s-hz-s-s-h,3,144
001591,胚,s,p-hzg-h-h-h-p-s-d-h,2,129
001592,胧,h,p-hzg-h-h-h-p-swg-p-d,2,129
001593,胆,h,p-hzg-h-h-s-hz-h-h-h,2,129
001594,胜,j,p-hzg-h-h-p-h-h-s-h,2,129
001595,胞,s,p-hzg-h-h-p-hzg-hz-h-swg,2,129
001596,胖,s,p-hzg-h-h-d-p-h-h-s,2,129
001597,脉,s,p-hzg-h-h-d-hzg-hp-p-n,2,129
001598,胎,h,p-hzg-h-h-pz-d-s-hz-h,2,129
001599,勉,s,p-hp-s-hz-h-p-swg-hzg-p,8,025
001600,狭,m,p-wg-p-h-d-p-h-p-n,2,061
001601,狮,j,p-wg-p-s-p-h-s-hzg-s,4,061
001602,独,j,p-wg-p-s-hz-h-s-h-d,2,061
001603,狰,j,p-wg-p-p-hp-hz-h-h-sg,2,061
001604,狡,m,p-wg-p-d-h-p-d-p-n,2,061
001605,狱,m,p-wg-p-d-hzt-h-p-n-d,4,061
001606,狠,s,p-wg-p-hz-h-h-st-p-n,2,061
001607,贸,s,p-st-d-hzg-p-s-hz-p-d,3,082
001608,怨,h,p-hp-d-hzg-swg-d-xg-d-d,3,125
001609,急,m,p-hp-hz-h-h-d-xg-d-d,5,125
001610,饵,h,p-hp-st-h-s-s-h-h-h,2,065
001611,饶,m,p-hp-st-h-xg-p-h-p-swg,2,065
001612,蚀,j,p-hp-st-s-hz-h-s-h-d,2,166
001613,饺,m,p-hp-st-d-h-p-d-p-n,2,065
001614,饼,s,p-hp-st-d-p-h-h-p-s,2,065
001615,峦,t,d-h-s-s-p-d-s-sz-s,3,062
001616,弯,h,d-h-s-s-p-d-hz-h-szzg,3,049
001617,将,h,d-t-s-p-hp-d-h-sg-d,2,044
001618,奖,h,d-t-s-p-hp-d-h-p-n,3,045
001619,哀,t,d-h-s-hz-h-p-st-p-n,5,056
001620,亭,h,d-h-s-hz-h-d-hp-h-sg,5,033
001621,亮,h,d-h-s-hz-h-d-hp-p-hzwg,5,033
001622,度,j,d-h-p-h-s-s-h-hp-n,7,051
001623,迹,h,d-h-p-sg-p-d-d-hzzp-n,8,043
001624,庭,h,d-h-p-p-h-s-h-hzzp-n,7,051
001625,疮,j,d-h-p-d-t-p-n-hzg-swg,7,147
001626,疯,s,d-h-p-d-t-p-hzwg-p-d,7,147
001627,疫,m,d-h-p-d-t-p-hzw-hp-n,7,147
001628,疤,s,d-h-p-d-t-hz-s-h-swg,7,147
001629,咨,j,d-t-p-hp-p-n-s-hz-h,3,056
001630,姿,j,d-t-p-hp-p-n-pd-p-h,3,060
001631,亲,m,d-h-d-p-h-h-sg-p-d,3,141
001632,音,t,d-h-d-p-h-s-hz-h-h,3,241
001633,帝,h,d-h-d-p-d-hp-s-hzg-s,3,055
001634,施,j,d-h-hzg-p-p-h-hzg-s-swg,2,090
001635,闺,t,d-s-hzg-h-s-h-h-s-h,9,058
001636,闻,s,d-s-hzg-h-s-s-h-h-h,9,058
001637,闽,s,d-s-hzg-s-hz-h-s-h-d,9,058
001638,阀,j,d-s-hzg-p-s-h-xg-p-d,9,058
001639,阁,s,d-s-hzg-p-hp-n-s-hz-h,9,058
001640,差,j,d-p-h-h-h-p-h-s-h,3,048
001641,养,t,d-p-h-h-h-p-n-p-s,3,021
001642,美,s,d-p-h-h-s-h-h-p-n,3,045
001643,姜,m,pd-p-h-h-s-h-pd-p-h,3,060
001644,叛,s,d-p-h-h-p-p-p-hp-n,2,037
001645,送,j,d-p-h-h-p-d-d-hzzp-n,8,043
001646,类,h,d-p-h-s-p-d-h-p-n,3,173
001647,迷,s,d-p-h-s-p-d-d-hzzp-n,8,043
001648,籽,h,d-p-h-s-p-d-hp-sg-h,2,173
001649,娄,h,pd-p-h-s-p-n-pd-p-h,3,060
001650,前,j,d-p-h-s-hzg-h-h-s-sg,3,016
001651,首,j,d-p-h-p-s-hz-h-h-h,3,237
001652,逆,m,d-p-h-sz-s-p-d-hzzp-n,8,043
001653,兹,j,d-p-h-pz-pz-d-pz-pz-d,3,021
001654,总,j,d-p-s-hz-h-d-xg-d-d,5,125
001655,炼,h,d-p-p-d-h-pz-hzg-p-d,2,096
001656,炸,h,d-p-p-d-p-h-s-h-h,2,096
001657,烁,h,d-p-p-d-p-sz-sg-p-d,2,096
001658,炮,h,d-p-p-d-p-hzg-hz-h-swg,2,096
001659,炫,h,d-p-p-d-d-h-pz-pz-d,2,096
001660,烂,h,d-p-p-d-d-p-h-h-h,2,096
001661,剃,j,d-p-hz-h-szzg-s-p-s-sg,2,016
001662,洼,s,d-d-t-h-s-h-h-s-h,2,068
001663,洁,s,d-d-t-h-s-h-s-hz-h,2,068
001664,洪,s,d-d-t-h-s-s-h-p-d,2,068
001665,洒,s,d-d-t-h-s-hz-p-sw-h,2,068
001666,柒,s,d-d-t-h-swg-h-s-p-n,3,102
001667,浇,s,d-d-t-h-xg-p-h-p-swg,2,068
001668,浊,s,d-d-t-s-hz-h-s-h-d,2,068
001669,洞,s,d-d-t-s-hzg-h-s-hz-h,2,068
001670,测,s,d-d-t-s-hz-p-d-s-sg,4,068
001671,洗,s,d-d-t-p-h-s-h-p-swg,2,068
001672,活,s,d-d-t-p-h-s-s-hz-h,2,068
001673,派,s,d-d-t-p-p-p-st-p-n,2,068
001674,洽,s,d-d-t-p-n-h-s-hz-h,2,068
001675,染,s,d-d-t-p-hzwg-h-s-p-n,3,102
001676,洛,s,d-d-t-p-hp-n-s-hz-h,2,068
001677,浏,s,d-d-t-d-h-p-d-s-sg,4,068
001678,济,s,d-d-t-d-h-p-n-p-s,2,068
001679,洋,s,d-d-t-d-p-h-h-h-s,2,068
001680,洲,s,d-d-t-d-p-d-s-d-s,2,068
001681,浑,s,d-d-t-d-hp-h-pz-h-s,2,068
001682,浓,s,d-d-t-d-hp-p-st-p-n,2,068
001683,津,s,d-d-t-hz-h-h-h-h-s,2,068
001684,恃,j,d-d-s-h-s-h-h-sg-d,2,076
001685,恒,s,d-d-s-h-s-hz-h-h-h,2,076
001686,恢,m,d-d-s-h-p-d-p-p-n,2,076
001687,恍,h,d-d-s-s-d-p-h-p-swg,2,076
001688,恬,h,d-d-s-p-h-s-s-hz-h,2,076
001689,恤,s,d-d-s-p-s-hz-s-s-h,2,076
001690,恰,m,d-d-s-p-n-h-s-hz-h,2,076
001691,恼,h,d-d-s-d-h-p-d-sz-s,2,076
001692,恨,s,d-d-s-hz-h-h-st-p-n,2,076
001693,举,m,d-d-p-h-p-n-h-h-s,3,008
001694,觉,m,d-d-p-d-hp-s-hz-p-swg,3,098
001695,宣,j,d-d-hp-h-s-hz-h-h-h,3,059
001696,宦,s,d-d-hp-h-s-hz-h-s-sz,3,059
001697,室,j,d-d-hp-h-pz-d-h-s-h,3,059
001698,宫,j,d-d-hp-s-hz-h-s-hz-h,3,059
001699,宪,s,d-d-hp-p-h-s-h-p-swg,3,059
001700,突,h,d-d-hp-p-d-h-p-n-d,3,157
001701,穿,j,d-d-hp-p-d-h-pz-sg-p,3,157
001702,窃,t,d-d-hp-p-d-h-st-hzg-p,3,157
001703,客,m,d-d-hp-p-hp-n-s-hz-h,3,059
001704,诫,m,d-hzt-h-h-p-s-xg-p-d,2,035
001705,冠,m,d-hp-h-h-p-swg-h-sg-d,3,026
001706,诬,t,d-hzt-h-s-p-d-p-d-h,2,035
001707,语,m,d-hzt-h-s-hz-h-s-hz-h,2,035
001708,扁,s,d-hz-h-p-s-hzg-h-s-s,7,095
001709,袄,t,d-hp-s-p-d-p-h-p-n,2,158
001710,祖,j,d-hp-s-d-s-hz-h-h-h,2,115
001711,神,j,d-hp-s-d-s-hz-h-h-s,2,115
001712,祝,h,d-hp-s-d-s-hz-h-p-swg,2,115
001713,祠,j,d-hp-s-d-hzg-h-s-hz-h,2,115
001714,误,t,d-hzt-s-hz-h-h-h-p-n,2,035
001715,诱,t,d-hzt-p-h-s-p-n-hzzzg-p,2,035
001716,诲,s,d-hzt-p-h-sz-hzg-d-h-d,2,035
001717,说,j,d-hzt-d-p-s-hz-h-p-swg,2,035
001718,诵,j,d-hzt-hp-d-s-hzg-h-h-s,2,035
001719,垦,t,hz-h-h-st-p-n-h-s-h,3,071
001720,退,h,hz-h-h-st-p-d-d-hzzp-n,8,043
001721,既,m,hz-h-h-st-d-h-pz-p-swg,2,097
001722,屋,t,hz-h-p-h-pz-d-h-s-h,7,064
001723,昼,j,hz-h-p-n-s-hz-h-h-h,3,113
001724,屏,s,hz-h-p-d-p-h-h-p-s,7,095
001725,屎,j,hz-h-p-d-p-h-s-p-n,7,064
001726,费,t,hz-h-szzg-p-s-s-hz-p-d,3,082
001727,陡,h,hpwg-s-h-s-h-s-h-p-n,2,020
001728,逊,j,hp-sg-t-sg-p-d-d-hzzp-n,8,043
001729,眉,s,hz-s-h-p-s-hz-h-h-h,7,146
001730,孩,s,hp-sg-t-d-h-pz-p-p-d,2,081
001731,陨,t,hpwg-s-s-hz-h-s-hz-p-d,2,020
001732,除,h,hpwg-s-p-n-h-h-sg-p-d,2,020
001733,险,j,hpwg-s-p-n-h-d-d-p-h,2,020
001734,院,t,hpwg-s-d-d-hp-h-h-p-swg,2,020
001735,娃,t,pd-p-h-h-s-h-h-s-h,2,060
001736,姥,s,pd-p-h-h-s-h-p-p-swg,2,060
001737,姨,t,pd-p-h-h-hz-h-szzg-p-n,2,060
001738,姻,t,pd-p-h-s-hz-h-p-d-h,2,060
001739,娇,m,pd-p-h-p-h-p-n-p-s,2,060
001740,姚,t,pd-p-h-p-d-t-swg-p-d,2,060
001741,娜,h,pd-p-h-hzg-h-h-p-hpwg-s,4,060
001742,怒,h,pd-p-h-hp-n-d-xg-d-d,3,125
001743,架,m,hzg-p-s-hz-h-h-s-p-n,3,102
001744,贺,s,hzg-p-s-hz-h-s-hz-p-d,3,082
001745,盈,s,hzzzg-p-hp-d-s-hz-s-s-h,3,144
001746,勇,t,hp-d-s-hz-h-h-s-hzg-p,3,025
001747,怠,h,pz-d-s-hz-h-d-xg-d-d,3,125
001748,癸,m,hp-d-p-p-n-h-h-p-d,3,135
001749,蚤,j,hp-n-d-s-hz-h-s-h-d,3,166
001750,柔,j,hp-d-hp-sg-p-h-s-p-n,3,102
001751,垒,t,pz-d-pz-d-pz-d-h-s-h,3,071
001752,绑,s,pz-pz-t-h-h-h-p-hpwg-s,4,069
001753,绒,j,pz-pz-t-h-h-p-xg-p-d,2,069
001754,结,m,pz-pz-t-h-s-h-s-hz-h,2,069
001755,绕,m,pz-pz-t-h-xg-p-h-p-swg,2,069
001756,骄,m,hz-szzg-t-p-h-p-n-p-s,2,057
001757,绘,s,pz-pz-t-p-n-h-h-pz-d,2,069
001758,给,m,pz-pz-t-p-n-h-s-hz-h,2,069
001759,绚,j,pz-pz-t-p-hzg-s-hz-h-h,2,069
001760,骆,h,hz-szzg-t-p-hp-n-s-hz-h,2,057
001761,络,m,pz-pz-t-p-hp-n-s-hz-h,2,069
001762,绝,j,pz-pz-t-p-hp-hz-s-h-swg,2,069
001763,绞,m,pz-pz-t-d-h-p-d-p-n,2,069
001764,骇,s,hz-szzg-t-d-h-pz-p-p-d,2,057
001765,统,m,pz-pz-t-d-h-pz-d-p-swg,2,069
001766,耕,m,h-h-h-s-p-d-h-h-p-s,2,163
001767,耘,s,h-h-h-s-p-d-h-h-pz-d,2,163
001768,耗,s,h-h-h-s-p-d-p-h-h-swg,2,163
001769,耙,m,h-h-h-s-p-d-hz-s-h-swg,2,163
001770,艳,t,h-h-h-s-p-hp-hz-s-h-swg,2,176
001771,泰,s,h-h-h-p-n-sg-d-t-p-d,3,118
001772,秦,h,h-h-h-p-n-p-h-s-p-d,3,139
001773,珠,j,h-h-s-t-p-h-h-s-p-n,2,121
001774,班,s,h-h-s-t-d-p-h-h-s-h,4,121
001775,素,j,h-h-s-h-pz-pz-d-sg-p-d,3,191
001776,匿,m,h-h-s-s-h-p-s-hz-h-sz,11,019
001777,蚕,j,h-h-p-n-s-hz-h-s-h-d,3,166
001778,顽,h,h-h-p-st-h-p-s-hz-p-d,2,179
001779,盏,h,h-h-xg-p-d-s-hz-s-s-h,3,144
001780,匪,s,h-s-h-h-h-s-h-h-h-sz,11,019
001781,捞,h,h-sg-t-h-s-s-d-hp-hzg-p,2,067
001782,栽,j,h-s-h-h-s-p-d-xg-p-d,6,102
001783,捕,s,h-sg-t-h-s-hzg-h-h-s-d,2,067
001784,埂,t,h-s-t-h-s-hz-h-h-p-n,2,071
001785,捂,t,h-sg-t-h-s-hz-h-s-hz-h,2,067
001786,振,h,h-sg-t-h-p-h-h-st-p-n,2,067
001787,载,j,h-s-h-h-pz-s-t-xg-p-d,6,086
001788,赶,m,h-s-h-s-h-p-n-h-h-s,8,215
001789,起,m,h-s-h-s-h-p-n-hz-h-swg,8,215
001790,盐,t,h-s-t-s-d-s-hz-s-s-h,3,144
001791,捎,j,h-sg-t-s-d-p-s-hzg-h-h,2,067
001792,捍,m,h-sg-t-s-hz-h-h-h-h-s,2,067
001793,捏,j,h-sg-t-s-hz-h-h-h-s-h,2,067
001794,埋,t,h-s-t-s-hz-h-h-s-h-h,2,071
001795,捉,h,h-sg-t-s-hz-h-s-h-p-n,2,067
001796,捆,m,h-sg-t-s-hz-h-s-p-d-h,2,067
001797,捐,m,h-sg-t-s-hz-h-s-hzg-h-h,2,067
001798,损,j,h-sg-t-s-hz-h-s-hz-p-d,2,067
001799,袁,t,h-s-h-s-hz-h-p-st-p-n,3,187
001800,捌,s,h-sg-t-s-hz-h-hzg-p-s-sg,4,067
001801,都,h,h-s-h-p-s-hz-h-h-hpwg-s,2,020
001802,哲,h,h-sg-t-p-p-h-s-s-hz-h,3,056
001803,逝,j,h-sg-t-p-p-h-s-d-hzzp-n,8,043
001804,捡,m,h-sg-t-p-n-h-d-d-p-h,2,067
001805,挫,j,h-sg-t-p-d-p-d-h-s-h,2,067
001806,换,s,h-sg-t-p-hp-s-hz-h-p-n,2,067
001807,挽,h,h-sg-t-p-hp-s-hz-h-p-swg,2,067
001808,挚,j,h-sg-t-p-hzwg-d-p-h-h-sg,3,116
001809,热,h,h-sg-t-p-hzwg-d-d-d-d-d,3,084
001810,恐,m,h-s-t-p-hzwg-d-d-xg-d-d,3,125
001811,捣,h,h-sg-t-p-hzg-d-szzg-s-sz-s,2,067
001812,壶,j,h-s-h-d-hp-s-s-d-p-h,5,066
001813,捅,j,h-sg-t-hp-d-s-hzg-h-h-s,2,067
001814,埃,t,h-s-t-pz-d-p-h-h-p-n,2,071
001815,挨,t,h-sg-t-pz-d-p-h-h-p-n,2,067
001816,耻,h,h-s-s-h-h-t-s-h-s-h,2,168
001817,耿,h,h-s-s-h-h-t-d-p-p-n,2,168
001818,耽,h,h-s-s-h-h-t-d-hp-p-swg,2,168
001819,聂,j,h-s-s-h-h-h-hp-d-hp-n,13,168
001820,恭,m,h-s-s-h-p-n-sg-d-d-d,3,075
001821,莽,m,h-s-s-h-p-n-d-h-p-s,5,038
001822,莱,m,h-s-s-h-d-p-h-s-p-n,3,038
001823,莲,m,h-s-s-h-pz-h-s-d-hzzp-n,3,038
001824,莫,s,h-s-s-s-hz-h-h-h-p-n,5,038
001825,莉,m,h-s-s-p-h-s-p-d-s-sg,3,038
001826,荷,m,h-s-s-p-s-h-s-hz-h-sg,3,038
001827,获,m,h-s-s-p-wg-p-h-p-n-d,3,038
001828,晋,h,h-s-s-d-p-h-s-hz-h-h,3,113
001829,恶,t,h-s-s-d-p-h-d-xg-d-d,3,125
001830,莹,m,h-s-s-d-hp-h-h-s-h-d,5,038
001831,莺,m,h-s-s-d-hp-p-hzg-d-szzg-h,5,038
001832,真,j,h-s-s-hz-h-h-h-h-p-d,5,146
001833,框,m,h-s-p-d-h-h-h-s-h-sz,2,102
001834,梆,m,h-s-p-d-h-h-h-p-hpwg-s,4,102
001835,桂,m,h-s-p-d-h-s-h-h-s-h,2,102
001836,桔,m,h-s-p-d-h-s-h-s-hz-h,2,102
001837,栖,m,h-s-p-d-h-s-hz-p-sw-h,2,102
001838,档,m,h-s-p-d-s-d-p-hz-h-h,2,102
001839,桐,m,h-s-p-d-s-hzg-h-s-hz-h,2,102
001840,株,m,h-s-p-d-p-h-h-s-p-n,2,102
001841,桥,m,h-s-p-d-p-h-p-n-p-s,2,102
001842,桦,m,h-s-p-d-p-s-p-swg-h-s,2,102
001843,栓,m,h-s-p-d-p-n-h-h-s-h,2,102
001844,桃,m,h-s-p-d-p-d-t-swg-p-d,2,102
001845,格,m,h-s-p-d-p-hp-n-s-hz-h,2,102
001846,桩,m,h-s-p-d-d-h-p-h-s-h,2,102
001847,校,m,h-s-p-d-d-h-p-d-p-n,2,102
001848,核,m,h-s-p-d-d-h-pz-p-p-d,2,102
001849,样,m,h-s-p-d-d-p-h-h-h-s,2,102
001850,根,m,h-s-p-d-hz-h-h-st-p-n,2,102
001851,索,j,h-s-d-hp-pz-pz-d-sg-p-d,3,191
001852,哥,m,h-s-hz-h-s-h-s-hz-h-sg,3,056
001853,速,j,h-s-hz-h-s-p-d-d-hzzp-n,8,043
001854,逗,h,h-s-hz-h-d-p-h-d-hzzp-n,8,043
001855,栗,m,h-s-hz-s-s-h-h-s-p-n,3,102
001856,贾,s,h-s-hz-s-s-h-s-hz-p-d,3,082
001857,酌,j,h-s-hz-p-sw-h-h-p-hzg-d,2,213
001858,配,s,h-s-hz-p-sw-h-h-hz-h-swg,2,213
001859,翅,j,h-s-hp-n-hzg-d-t-hzg-d-t,8,190
001860,辱,j,h-p-h-h-st-p-n-h-sg-d,3,197
001861,唇,s,h-p-h-h-st-p-n-s-hz-h,7,056
001862,夏,h,h-p-s-hz-h-h-h-p-hp-n,3,080
001863,砸,t,h-p-s-hz-h-h-s-hzg-s-sz,2,151
001864,砰,t,h-p-s-hz-h-h-d-p-h-s,2,151
001865,砾,t,h-p-s-hz-h-p-sz-sg-p-d,2,151
001866,础,t,h-p-s-hz-h-sz-s-s-sz-s,2,151
001867,破,t,h-p-s-hz-h-hp-p-s-hp-n,2,151
001868,原,m,h-p-p-s-hz-h-h-sg-p-d,7,014
001869,套,h,h-p-n-h-s-h-h-h-pz-d,3,045
001870,逐,h,h-p-wg-p-p-p-d-d-hzzp-n,8,043
001871,烈,h,h-p-hp-d-s-sg-d-d-d-d,3,084
001872,殊,j,h-p-hp-d-p-h-h-s-p-n,2,087
001873,殉,j,h-p-hp-d-p-hzg-s-hz-h-h,2,087
001874,顾,m,h-p-hzg-st-h-p-s-hz-p-d,2,179
001875,轿,m,h-pz-s-t-p-h-p-n-p-s,2,086
001876,较,s,h-pz-s-t-d-h-p-d-p-n,2,086
001877,顿,h,h-sz-s-st-h-p-s-hz-p-d,2,179
001878,毙,s,h-st-p-swg-h-p-hp-d-p-swg,3,083
001879,致,h,h-pz-d-h-s-t-p-h-p-n,2,185
001880,柴,m,s-h-s-t-p-swg-h-s-p-n,3,102
001881,桌,m,s-h-s-hz-h-h-h-s-p-n,5,102
001882,虑,h,s-h-hp-p-h-swg-d-xg-d-d,7,171
001883,监,t,s-s-p-h-d-s-hz-s-s-h,3,144
001884,紧,m,s-s-hp-n-pz-pz-d-sg-p-d,3,191
001885,党,h,s-d-p-d-hp-s-hz-h-p-swg,3,017
001886,逞,h,s-hz-h-h-h-s-h-d-hzzp-n,8,043
001887,晒,h,s-hz-h-h-h-s-hz-p-sw-h,2,113
001888,眠,s,s-hz-h-h-h-hz-h-st-h-xg,2,146
001889,晓,h,s-hz-h-h-h-xg-p-h-p-swg,2,113
001890,哮,m,s-hz-h-h-s-h-p-hp-sg-h,2,056
001891,唠,h,s-hz-h-h-s-s-d-hp-hzg-p,2,056
001892,鸭,t,s-hz-h-h-s-p-hzg-d-szzg-h,2,148
001893,晃,h,s-hz-h-h-s-d-p-h-p-swg,3,113
001894,哺,s,s-hz-h-h-s-hzg-h-h-s-d,2,056
001895,晌,h,s-hz-h-h-p-s-hzg-s-hz-h,2,113
001896,剔,h,s-hz-h-h-p-hzg-p-p-s-sg,2,016
001897,晕,t,s-hz-h-h-d-hp-h-pz-h-s,3,113
001898,蚌,s,s-hz-h-s-h-d-h-h-h-s,2,166
001899,畔,s,s-hz-h-s-h-d-p-h-h-s,2,155
001900,蚣,m,s-hz-h-s-h-d-p-n-pz-d,2,166
001901,蚊,s,s-hz-h-s-h-d-d-h-p-n,2,166
001902,蚪,h,s-hz-h-s-h-d-d-d-h-s,2,166
001903,蚓,t,s-hz-h-s-h-d-hz-h-szzg-s,4,166
001904,哨,j,s-hz-h-s-d-p-s-hzg-h-h,2,056
001905,哩,h,s-hz-h-s-hz-h-h-s-h-h,2,056
001906,圃,s,s-hz-h-s-hzg-h-h-s-d-h,12,072
001907,哭,m,s-hz-h-s-hz-h-h-p-n-d,3,056
001908,哦,h,s-hz-h-p-h-sg-t-xg-p-d,2,056
001909,恩,t,s-hz-h-p-d-h-d-xg-d-d,3,125
001910,鸯,h,s-hz-h-p-n-p-hzg-d-szzg-h,3,148
001911,唤,s,s-hz-h-p-hp-s-hz-h-p-n,2,056
001912,唁,m,s-hz-h-d-h-h-h-s-hz-h,2,056
001913,哼,s,s-hz-h-d-h-s-hz-h-hp-sg,2,056
001914,唧,m,s-hz-h-hz-h-h-st-d-hzg-s,4,056
001915,啊,t,s-hz-h-hpwg-s-h-s-hz-h-sg,4,056
001916,唉,t,s-hz-h-pz-d-p-h-h-p-n,2,056
001917,唆,j,s-hz-h-pz-d-p-d-p-hp-n,2,056
001918,罢,s,s-hz-s-s-h-h-s-h-pz-d,3,154
001919,峭,t,s-sz-s-s-d-p-s-hzg-h-h,2,062
001920,峨,t,s-sz-s-p-h-sg-t-xg-p-d,2,062
001921,峰,s,s-sz-s-p-hp-n-h-h-h-s,2,062
001922,圆,t,s-hz-s-hz-h-s-hz-p-d-h,12,072
001923,峻,j,s-sz-s-pz-d-p-d-p-hp-n,2,062
001924,贼,j,s-hz-p-d-h-h-p-xg-p-d,2,082
001925,贿,s,s-hz-p-d-h-p-s-hzg-h-h,2,082
001926,赂,h,s-hz-p-d-p-hp-n-s-hz-h,2,082
001927,赃,j,s-hz-p-d-d-h-p-h-s-h,2,082
001928,钱,j,p-h-h-h-st-h-h-xg-p-d,2,140
001929,钳,j,p-h-h-h-st-h-s-s-h-h,2,140
001930,钻,j,p-h-h-h-st-s-h-s-hz-h,2,140
001931,钾,j,p-h-h-h-st-s-hz-h-h-s,2,140
001932,铁,j,p-h-h-h-st-p-h-h-p-n,2,140
001933,铃,j,p-h-h-h-st-p-n-d-hp-d,2,140
001934,铅,j,p-h-h-h-st-p-hzw-s-hz-h,2,140
001935,缺,m,p-h-h-s-sz-s-hz-h-p-n,2,169
001936,氧,t,p-h-h-hzwg-d-p-h-h-h-s,6,110
001937,氨,s,p-h-h-hzwg-d-d-hp-pd-p-h,6,110
001938,特,h,p-h-s-t-h-s-h-h-sg-d,2,105
001939,牺,m,p-h-s-t-h-s-hz-p-sw-h,2,105
001940,造,j,p-h-s-h-s-hz-h-d-hzzp-n,8,043
001941,乘,j,p-h-s-s-h-t-p-swg-p-n,1,003
001942,敌,h,p-h-s-s-hz-h-p-h-p-n,2,109
001943,秤,s,p-h-s-p-d-h-d-p-h-s,2,139
001944,租,j,p-h-s-p-d-s-hz-h-h-h,2,139
001945,积,h,p-h-s-p-d-s-hz-h-p-d,2,139
001946,秧,h,p-h-s-p-d-s-hz-h-p-n,2,139
001947,秩,h,p-h-s-p-d-p-h-h-p-n,2,139
001948,称,j,p-h-s-p-d-p-hp-sg-p-d,2,139
001949,秘,s,p-h-s-p-d-d-xg-d-p-d,2,139
001950,透,h,p-h-s-p-n-hzzzg-p-d-hzzp-n,8,043
001951,笔,m,p-h-d-p-h-d-p-h-h-swg,3,188
001952,笑,j,p-h-d-p-h-d-p-h-p-n,3,188
001953,笋,m,p-h-d-p-h-d-hz-h-h-p,3,188
001954,债,j,p-s-h-h-s-h-s-hz-p-d,2,029
001955,借,j,p-s-h-s-s-h-s-hz-h-h,2,029
001956,值,h,p-s-h-s-s-hz-h-h-h-h,2,029
001957,倚,m,p-s-h-p-d-h-s-hz-h-sg,2,029
001958,俺,t,p-s-h-p-n-s-hz-h-h-swg,2,029
001959,倾,m,p-s-h-st-h-p-s-hz-p-d,4,029
001960,倒,h,p-s-h-pz-d-h-s-t-s-sg,4,029
001961,倘,h,p-s-s-d-p-s-hzg-s-hz-h,2,029
001962,俱,m,p-s-s-hz-h-h-h-h-p-d,2,029
001963,倡,j,p-s-s-hz-h-h-s-hz-h-h,2,029
001964,候,s,p-s-s-hz-h-p-h-h-p-n,4,029
001965,赁,h,p-s-p-h-s-h-s-hz-p-d,3,082
001966,俯,s,p-s-d-h-p-p-s-h-sg-d,2,029
001967,倍,s,p-s-d-h-d-p-h-s-hz-h,2,029
001968,倦,m,p-s-d-p-h-h-p-n-hzg-swg,2,029
001969,健,m,p-s-hz-h-h-h-h-s-hzzp-n,2,029
001970,臭,s,p-s-hz-h-h-h-h-p-n-d,3,189
001971,射,j,p-s-hzg-h-h-h-p-h-sg-d,2,044
001972,躬,m,p-s-hzg-h-h-h-p-hz-h-szzg,2,208
001973,息,j,p-s-hz-h-h-h-d-xg-d-d,3,125
